"z","shelter","eggs","with_eggs","ground","ceiling","heatmat","move","room","tank#","tank_size","temperature","researcher","time","start_time","x","y","Date","ID","SVL","Weight","Sex"
"2","0","0",NA,"0","0","0","1","R002","2","s","25.06","BS","m","08:45","1","1","12/10/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","2","s","24.98","BS","m","09:00","1","1","12/10/2021",2,13.066,120,"F"
"2","0","0",NA,"0","0","1","1","R002","2","s","24.92","BS","m","09:15","1","1","12/10/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","2","s","24.81","BS","m","09:30","2","1","12/10/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","1","1","R002","2","s","24.74","BS","m","09:45","2","1","12/10/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","2","s","24.74","BS","m","10:00","2","1","12/10/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","2","s","24.74","BS","m","10:15","2","1","12/10/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","2","s","24.64","BS","m","10:30","2","1","12/10/2021",2,13.066,120,"F"
"1","0","0",NA,"0","1","0","1","R002","2","s","24.57","BS","m","10:45","2","1","12/10/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0",NA,"R002","2","s","24.57","BS","a","11:30","2","2","13/10/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","2","s","24.51","BS","a","11:45","2","2","13/10/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","2","s","24.43","BS","a","12:00","2","1","13/10/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","2","s","24.44","BS","a","12:15","2","1","13/10/2021",2,13.066,120,"F"
"2","0","0",NA,"0","1","0","1","R002","2","s","24.51","BS","a","12:30","2","1","13/10/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","2","s","24.57","BS","a","12:45","2","1","13/10/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","2","s","24.52","BS","a","13:00","2","1","13/10/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","2","s","24.44","BS","a","13:15","2","1","13/10/2021",2,13.066,120,"F"
"2","0","0",NA,"0","1","0","1","R002","2","s","24.4","BS","a","13:30","2","1","13/10/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","2","s","24.4","BS","a","13:45","2","1","13/10/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","2","s","24.4","BS","a","14:00","2","1","13/10/2021",2,13.066,120,"F"
"2","0","0",NA,"0","1","0","1","R002","2","s","24.4","BS","a","14:15","2","1","13/10/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0",NA,"R002","2","s","24.57","BS","a","11:30","1","1","19/10/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","2","s","24.48","BS","a","11:45","2","1","19/10/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","2","s","24.48","BS","a","12:00","2","1","19/10/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","2","s","24.48","BS","a","12:15","2","2","19/10/2021",2,13.066,120,"F"
"2","0","0",NA,"0","0","0","1","R002","2","s","24.4","BS","a","12:30","1","2","19/10/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","2","s","24.4","BS","a","12:45","1","2","19/10/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","2","s","24.45","BS","a","13:00","1","1","19/10/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","2","s","24.45","BS","a","13:15","2","1","19/10/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","2","s","24.4","BS","a","13:30","2","1","19/10/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","2","s","24.4","BS","a","13:45","1","1","19/10/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","2","s","24.4","BS","a","14:00","1","2","19/10/2021",2,13.066,120,"F"
"2","0","0",NA,"0","1","0","1","R002","2","s","24.4","BS","a","14:15","2","1","19/10/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0",NA,"R002","2","s","25.26","BS","m","08:00","2","1","21/10/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","2","s","25.24","BS","m","08:15","2","1","21/10/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","2","s","25.13","BS","m","08:30","2","1","21/10/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","2","s","25.09","BS","m","08:45","1","1","21/10/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","2","s","25","BS","m","09:00","1","1","21/10/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","2","s","24.92","BS","m","09:15","1","1","21/10/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","2","s","24.92","BS","m","09:30","1","2","21/10/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","2","s","24.83","BS","m","09:45","1","2","21/10/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","2","s","24.74","BS","m","10:00","1","2","21/10/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","2","s","24.74","BS","m","10:15","1","2","21/10/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","2","s","24.67","BS","m","10:30","1","2","21/10/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","2","s","24.58","BS","m","10:45","2","2","21/10/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0",NA,"R002","2","s","24.45","BS","a","11:30","1","1","27/10/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","2","s","24.4","BS","a","11:45","1","1","27/10/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","2","s","24.4","BS","a","12:00","1","1","27/10/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","2","s","24.4","BS","a","12:15","1","1","27/10/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","2","s","24.4","BS","a","12:30","1","1","27/10/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","2","s","24.4","BS","a","12:45","1","1","27/10/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","2","s","24.4","BS","a","13:00","1","1","27/10/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","2","s","24.4","BS","a","13:15","1","1","27/10/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","2","s","24.4","BS","a","13:30","1","1","27/10/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","2","s","24.36","BS","a","13:45","1","1","27/10/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","2","s","24.31","BS","a","14:00","1","1","27/10/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","2","s","24.37","BS","a","14:15","1","1","27/10/2021",2,13.066,120,"F"
"1","0","0",NA,"0","1","0",NA,"R002","2","s","25.07","BS","m","08:00","1","1","29/10/2021",2,13.066,120,"F"
"2","0","0",NA,"0","1","0","1","R002","2","s","24.99","BS","m","08:15","1","1","29/10/2021",2,13.066,120,"F"
"2","0","0",NA,"0","1","0","0","R002","2","s","24.85","BS","m","08:30","1","2","29/10/2021",2,13.066,120,"F"
"2","0","0",NA,"0","0","0","1","R002","2","s","24.74","BS","m","08:45","1","2","29/10/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","2","s","24.74","BS","m","09:00","1","1","29/10/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","2","s","24.73","BS","m","09:15","1","2","29/10/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","2","s","24.59","BS","m","09:30","1","2","29/10/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","2","s","24.51","BS","m","09:45","1","2","29/10/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","2","s","24.44","BS","m","10:00","1","2","29/10/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","2","s","24.45","BS","m","10:15","1","1","29/10/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","2","s","24.4","BS","m","10:30","1","1","29/10/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","2","s","24.4","BS","m","10:45","1","2","29/10/2021",2,13.066,120,"F"
"2","0","0",NA,"0","1","0",NA,"R002","2","s","24.35","BS","a","11:30","2","1","09/11/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","2","s","24.39","BS","a","11:45","2","1","09/11/2021",2,13.066,120,"F"
"2","0","0",NA,"0","0","1","1","R002","2","s","24.4","BS","a","12:00","2","2","09/11/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","2","s","24.39","BS","a","12:15","2","2","09/11/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","2","s","24.38","BS","a","12:30","2","2","09/11/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","2","s","24.32","BS","a","12:45","2","2","09/11/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","2","s","24.38","BS","a","13:00","2","1","09/11/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","2","s","24.38","BS","a","13:15","2","1","09/11/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","2","s","24.39","BS","a","13:30","2","2","09/11/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","2","s","24.39","BS","a","13:45","2","2","09/11/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","2","s","24.39","BS","a","14:00","2","2","09/11/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","2","s","24.38","BS","a","14:15","2","2","09/11/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0",NA,"R002","2","s","25.03","BS","m","08:00","2","1","10/11/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","2","s","24.92","BS","m","08:15","2","2","10/11/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","2","s","24.85","BS","m","08:30","2","2","10/11/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","2","s","24.74","BS","m","08:45","2","2","10/11/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","2","s","24.67","BS","m","09:00","2","2","10/11/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","2","s","24.49","BS","m","09:15","2","2","10/11/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","2","s","24.41","BS","m","09:30","2","1","10/11/2021",2,13.066,120,"F"
"2","0","0",NA,"0","1","0","1","R002","2","s","24.4","BS","m","09:45","2","2","10/11/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","2","s","24.39","BS","m","10:00","2","1","10/11/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","2","s","24.33","BS","m","10:15","2","2","10/11/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","2","s","24.24","BS","m","10:30","2","2","10/11/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","2","s","24.24","BS","m","10:45","1","1","10/11/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0",NA,"R002","2","s","24.39","BS","a","11:30","2","1","15/11/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","2","s","24.39","BS","a","11:45","2","1","15/11/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","2","s","24.38","BS","a","12:00","2","2","15/11/2021",2,13.066,120,"F"
"2","0","0",NA,"0","0","0","1","R002","2","s","24.37","BS","a","12:15","1","2","15/11/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","2","s","24.34","BS","a","12:30","2","2","15/11/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","2","s","24.23","BS","a","12:45","2","2","15/11/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","2","s","24.23","BS","a","13:00","1","2","15/11/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","2","s","24.23","BS","a","13:15","1","1","15/11/2021",2,13.066,120,"F"
"2","0","0",NA,"0","0","0","1","R002","2","s","24.24","BS","a","13:30","1","1","15/11/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","2","s","24.26","BS","a","13:45","1","1","15/11/2021",2,13.066,120,"F"
"2","0","0",NA,"0","0","0","1","R002","2","s","24.34","BS","a","14:00","1","1","15/11/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","2","s","24.34","BS","a","14:15","1","1","15/11/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0",NA,"R002","2","s","24.4","BS","a","11:30","2","1","16/11/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","2","s","24.36","BS","a","11:45","2","1","16/11/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","2","s","24.4","BS","a","12:00","2","1","16/11/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","2","s","24.37","BS","a","12:15","2","1","16/11/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","2","s","24.25","BS","a","12:30","1","1","16/11/2021",2,13.066,120,"F"
"2","0","0",NA,"0","0","0","1","R002","2","s","24.26","BS","a","12:45","1","2","16/11/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","2","s","24.28","BS","a","13:00","1","1","16/11/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","2","s","24.39","BS","a","13:15","1","1","16/11/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","2","s","24.39","BS","a","13:30","2","2","16/11/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","2","s","24.4","BS","a","13:45","2","2","16/11/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","2","s","24.39","BS","a","14:00","2","2","16/11/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","2","s","24.4","BS","a","14:15","2","2","16/11/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0",NA,"R002","2","s","25.21","BS","m","08:00","2","2","25/11/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","2","s","25.02","BS","m","08:15","2","2","25/11/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","2","s","24.92","BS","m","08:30","2","2","25/11/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","2","s","24.92","BS","m","08:45","2","1","25/11/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","2","s","24.89","BS","m","09:00","2","1","25/11/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","2","s","24.74","BS","m","09:15","2","1","25/11/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","2","s","24.58","BS","m","09:30","2","1","25/11/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","2","s","24.57","BS","m","09:45","2","1","25/11/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","2","s","24.54","BS","m","10:00","1","1","25/11/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","2","s","24.45","BS","m","10:15","1","2","25/11/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","2","s","24.56","BS","m","10:30","1","2","25/11/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","2","s","24.42","BS","m","10:45","2","1","25/11/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0",NA,"R002","2","s","25.24","BS","m","08:00","2","2","26/11/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","2","s","25.09","BS","m","08:15","2","2","26/11/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","2","s","25.04","BS","m","08:30","2","2","26/11/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","2","s","24.92","BS","m","08:45","1","1","26/11/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","2","s","24.89","BS","m","09:00","1","1","26/11/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","2","s","24.77","BS","m","09:15","1","2","26/11/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","2","s","24.74","BS","m","09:30","2","2","26/11/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","2","s","24.71","BS","m","09:45","2","2","26/11/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","2","s","24.57","BS","m","10:00","2","2","26/11/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","2","s","24.57","BS","m","10:15","2","2","26/11/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","2","s","24.57","BS","m","10:30","2","2","26/11/2021",2,13.066,120,"F"
"1","0","0",NA,"0","1","0","0","R002","2","s","24.56","BS","m","10:45","2","2","26/11/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0",NA,"R002","2","s","25.15","BS","m","08:00","2","1","02/12/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","2","s","25.08","BS","m","08:15","1","1","02/12/2021",2,13.066,120,"F"
"2","0","0",NA,"0","0","1","1","R002","2","s","24.92","BS","m","08:30","2","1","02/12/2021",2,13.066,120,"F"
"2","0","0",NA,"0","0","1","0","R002","2","s","24.92","BS","m","08:45","2","1","02/12/2021",2,13.066,120,"F"
"2","0","0",NA,"0","0","1","0","R002","2","s","24.89","BS","m","09:00","2","1","02/12/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","2","s","24.75","BS","m","09:15","2","2","02/12/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","2","s","24.74","BS","m","09:30","2","1","02/12/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","2","s","24.68","BS","m","09:45","2","1","02/12/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","2","s","24.58","BS","m","10:00","2","1","02/12/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","2","s","24.57","BS","m","10:15","2","1","02/12/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","2","s","24.57","BS","m","10:30","2","1","02/12/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","2","s","24.57","BS","m","10:45","2","1","02/12/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0",NA,"R002","2","s","24.4","BS","a","11:30","2","1","03/12/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","2","s","24.4","BS","a","11:45","2","2","03/12/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","2","s","24.4","BS","a","12:00","2","2","03/12/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","2","s","24.54","BS","a","12:15","2","2","03/12/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","2","s","24.54","BS","a","12:30","2","1","03/12/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","2","s","24.41","BS","a","12:45","2","2","03/12/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","9","R002","2","s","24.55","BS","a","13:00","2","1","03/12/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","9","R002","2","s","24.41","BS","a","13:15","2","1","03/12/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","9","R002","2","s","24.55","BS","a","13:30","2","1","03/12/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","9","R002","2","s","24.56","BS","a","13:45","2","1","03/12/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","9","R002","2","s","24.55","BS","a","14:00","2","1","03/12/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","9","R002","2","s","24.41","BS","a","14:15","2","2","03/12/2021",2,13.066,120,"F"
"1","0","0",NA,"0","0","0",NA,"R002","7","l","25.08","BS","m","08:00","2","1","25/01/2022",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","7","l","24.83","BS","m","08:15","1","2","25/01/2022",2,13.066,120,"F"
"2","1","0",NA,"0","0","0","1","R002","7","l","24.75","BS","m","08:30","1","1","25/01/2022",2,13.066,120,"F"
"2","0","0",NA,"0","0","0","0","R002","7","l","24.7","BS","m","08:45","1","1","25/01/2022",2,13.066,120,"F"
"2","0","0",NA,"0","0","0","0","R002","7","l","24.68","BS","m","09:00","1","1","25/01/2022",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","7","l","24.57","BS","m","09:15","1","1","25/01/2022",2,13.066,120,"F"
"2","0","0",NA,"0","0","0","1","R002","7","l","24.47","BS","m","09:30","2","1","25/01/2022",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","7","l","24.38","BS","m","09:45","2","1","25/01/2022",2,13.066,120,"F"
"2","1","0",NA,"0","0","0","1","R002","7","l","24.33","BS","m","10:00","2","1","25/01/2022",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","7","l","24.23","BS","m","10:15","2","1","25/01/2022",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","7","l","24.23","BS","m","10:30","1","1","25/01/2022",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","7","l","24.19","BS","m","10:45","1","1","25/01/2022",2,13.066,120,"F"
"1","0","0",NA,"0","0","0",NA,"R002","7","l","24.05","BS","a","11:30","2","1","26/01/2022",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","7","l","24.08","BS","a","11:45","1","1","26/01/2022",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","7","l","24.13","BS","a","12:00","1","1","26/01/2022",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","7","l","24.05","BS","a","12:15","1","1","26/01/2022",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","7","l","24.05","BS","a","12:30","2","1","26/01/2022",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","7","l","24.1","BS","a","12:45","2","1","26/01/2022",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","7","l","24.14","BS","a","13:00","2","1","26/01/2022",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","7","l","24.05","BS","a","13:15","2","1","26/01/2022",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","7","l","24.05","BS","a","13:30","2","1","26/01/2022",2,13.066,120,"F"
"2","0","0",NA,"0","0","0","1","R002","7","l","24.05","BS","a","13:45","2","1","26/01/2022",2,13.066,120,"F"
"2","0","0",NA,"0","0","0","0","R002","7","l","24.06","BS","a","14:00","1","1","26/01/2022",2,13.066,120,"F"
"2","0","0",NA,"0","0","0","0","R002","7","l","24.11","BS","a","14:15","2","2","26/01/2022",2,13.066,120,"F"
"2","0","0",NA,"0","0","0",NA,"R002","7","l","25.09","BS","m","08:00","1","1","31/01/2022",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","7","l","25.03","BS","m","08:15","1","1","31/01/2022",2,13.066,120,"F"
"2","0","0",NA,"0","1","0","1","R002","7","l","24.88","BS","m","08:30","1","1","31/01/2022",2,13.066,120,"F"
"2","0","0",NA,"0","0","1","1","R002","7","l","24.73","BS","m","08:45","1","1","31/01/2022",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","7","l","24.63","BS","m","09:00","1","1","31/01/2022",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","7","l","24.69","BS","m","09:15","1","1","31/01/2022",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","7","l","24.57","BS","m","09:30","2","2","31/01/2022",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","7","l","24.57","BS","m","09:45","2","1","31/01/2022",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","7","l","24.51","BS","m","10:00","2","2","31/01/2022",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","7","l","24.37","BS","m","10:15","2","2","31/01/2022",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","7","l","24.25","BS","m","10:30","2","1","31/01/2022",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","7","l","24.24","BS","m","10:45","2","1","31/01/2022",2,13.066,120,"F"
"2","0","0",NA,"0","0","0",NA,"R002","7","l","24.05","BS","a","11:30","1","2","03/02/2022",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","7","l","24.05","BS","a","11:45","1","1","03/02/2022",2,13.066,120,"F"
"2","0","0",NA,"0","0","1","1","R002","7","l","24.05","BS","a","12:00","1","1","03/02/2022",2,13.066,120,"F"
"2","0","0",NA,"0","0","1","0","R002","7","l","24.05","BS","a","12:15","1","1","03/02/2022",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","7","l","24.06","BS","a","12:30","1","1","03/02/2022",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","7","l","24.1","BS","a","12:45","2","2","03/02/2022",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","7","l","24.19","BS","a","13:00","2","2","03/02/2022",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","7","l","24.06","BS","a","13:15","1","1","03/02/2022",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","7","l","24.06","BS","a","13:30","2","1","03/02/2022",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","7","l","24.06","BS","a","13:45","1","1","03/02/2022",2,13.066,120,"F"
"2","0","0",NA,"0","0","0","1","R002","7","l","24.08","BS","a","14:00","1","2","03/02/2022",2,13.066,120,"F"
"2","1","0",NA,"0","0","0","0","R002","7","l","24.19","BS","a","14:15","1","2","03/02/2022",2,13.066,120,"F"
"1","0","0",NA,"0","0","0",NA,"R002","7","l","24.03","BS","a","11:30","1","1","08/02/2022",2,13.066,120,"F"
"2","0","0",NA,"0","0","0","1","R002","7","l","23.88","BS","a","11:45","2","1","08/02/2022",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","7","l","23.9","BS","a","12:00","2","1","08/02/2022",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","0","R002","7","l","23.99","BS","a","12:15","2","1","08/02/2022",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","7","l","23.88","BS","a","12:30","2","1","08/02/2022",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","7","l","23.88","BS","a","12:45","2","1","08/02/2022",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","7","l","23.88","BS","a","13:00","2","1","08/02/2022",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","7","l","23.9","BS","a","13:15","2","1","08/02/2022",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","7","l","24.02","BS","a","13:30","2","1","08/02/2022",2,13.066,120,"F"
"1","0","0",NA,"0","0","0","1","R002","7","l","23.88","BS","a","13:45","1","1","08/02/2022",2,13.066,120,"F"
